run_date,hour_pst,hour_utc,slug,provider,model_id,model_name,tier,max_tokens,prompt_tokens,output_tokens,elapsed_ms,tokens_per_sec,cost,status,error,measured_at
2026-09-08,17,00,minimax-m3,openrouter,minimax/minimax-m3,MiniMax M3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:17.437041+00:00
2026-09-08,17,00,gpt-5-4-nano,openrouter,openai/gpt-5.4-nano,GPT-5.4 Nano,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:17.665164+00:00
2026-09-08,17,00,qwen3-7-plus,openrouter,qwen/qwen3.7-plus,Qwen3.7 Plus,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:17.895691+00:00
2026-09-08,17,00,deepseek-r1,openrouter,deepseek/deepseek-r1,DeepSeek R1,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:18.124900+00:00
2026-09-08,17,00,gemini-3-flash,openrouter,google/gemini-3-flash-preview,Gemini 3 Flash,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:18.353638+00:00
2026-09-08,17,00,nova-pro,openrouter,amazon/nova-pro-v1,Amazon Nova Pro,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:18.579022+00:00
2026-09-08,17,00,kimi-k2-6,openrouter,moonshotai/kimi-k2.6,Kimi K2.6,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:18.799027+00:00
2026-09-08,17,00,kimi-k2-7-code,openrouter,moonshotai/kimi-k2.7-code,Kimi K2.7 Code,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:19.029085+00:00
2026-09-08,17,00,glm-5-2,openrouter,z-ai/glm-5.2,GLM 5.2,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:19.266454+00:00
2026-09-08,17,00,o3-mini,openrouter,openai/o3-mini,o3-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:19.491995+00:00
2026-09-08,17,00,o4-mini,openrouter,openai/o4-mini,o4-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:19.728012+00:00
2026-09-08,17,00,gpt-5-4-mini,openrouter,openai/gpt-5.4-mini,GPT-5.4 Mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:19.962605+00:00
2026-09-08,17,00,claude-haiku-4-5,openrouter,anthropic/claude-haiku-4.5,Claude Haiku 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:20.195740+00:00
2026-09-08,17,00,grok-4-5,openrouter,x-ai/grok-4.5,Grok 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:20.424207+00:00
2026-09-08,17,00,qwen3-7-max,openrouter,qwen/qwen3.7-max,Qwen3.7 Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:20.664528+00:00
2026-09-08,17,00,gemini-3-5-flash,openrouter,google/gemini-3.5-flash,Gemini 3.5 Flash,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:20.907169+00:00
2026-09-08,17,00,claude-sonnet-5,openrouter,anthropic/claude-sonnet-5,Claude Sonnet 5,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:21.131096+00:00
2026-09-08,17,00,command-a,openrouter,cohere/command-a,Command A,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:21.368425+00:00
2026-09-08,17,00,gemini-2-5-pro,openrouter,google/gemini-2.5-pro-preview-05-06,Gemini 2.5 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:21.599134+00:00
2026-09-08,17,00,gemini-3-1-pro,openrouter,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:21.842018+00:00
2026-09-08,17,00,gpt-5-2,openrouter,openai/gpt-5.2,GPT-5.2,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:22.071792+00:00
2026-09-08,17,00,gpt-5-4,openrouter,openai/gpt-5.4,GPT-5.4,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T00:00:22.302882+00:00
2026-09-08,20,03,north-mini-code-free,openrouter,cohere/north-mini-code:free,North Mini Code Free,free,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:03.638041+00:00
2026-09-08,20,03,phi-4,openrouter,microsoft/phi-4,Phi-4,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:03.872396+00:00
2026-09-08,20,03,deepseek-v4-flash-max,openrouter,deepseek/deepseek-v4-flash-0731,DeepSeek V4 Flash 0731,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:04.118998+00:00
2026-09-08,20,03,deepseek-v4-flash,openrouter,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:04.341540+00:00
2026-09-08,20,03,deepseek-v3-2,openrouter,deepseek/deepseek-v3.2,DeepSeek V3.2,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:04.593168+00:00
2026-09-08,20,03,llama-4-maverick,openrouter,meta-llama/llama-4-maverick,Llama 4 Maverick,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:04.837826+00:00
2026-09-08,20,03,deepseek-chat-v3,openrouter,deepseek/deepseek-chat-v3,DeepSeek Chat V3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:05.060766+00:00
2026-09-08,20,03,deepseek-v4-pro,openrouter,deepseek/deepseek-v4-pro-0813,DeepSeek V4 Pro 0813,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:05.881309+00:00
2026-09-08,20,03,codestral,openrouter,mistralai/codestral-2508,Codestral,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:06.123646+00:00
2026-09-08,20,03,deepseek-v4-pro-max,openrouter,deepseek/deepseek-v4-pro,DeepSeek V4 Pro Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:06.363838+00:00
2026-09-08,20,03,minimax-m3,openrouter,minimax/minimax-m3,MiniMax M3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:06.592283+00:00
2026-09-08,20,03,gpt-5-4-nano,openrouter,openai/gpt-5.4-nano,GPT-5.4 Nano,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:06.842236+00:00
2026-09-08,20,03,qwen3-7-plus,openrouter,qwen/qwen3.7-plus,Qwen3.7 Plus,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:07.092868+00:00
2026-09-08,20,03,deepseek-r1,openrouter,deepseek/deepseek-r1,DeepSeek R1,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:07.325595+00:00
2026-09-08,20,03,gemini-3-flash,openrouter,google/gemini-3-flash-preview,Gemini 3 Flash,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:07.560622+00:00
2026-09-08,20,03,nova-pro,openrouter,amazon/nova-pro-v1,Amazon Nova Pro,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:07.800114+00:00
2026-09-08,20,03,kimi-k2-6,openrouter,moonshotai/kimi-k2.6,Kimi K2.6,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:08.029584+00:00
2026-09-08,20,03,kimi-k2-7-code,openrouter,moonshotai/kimi-k2.7-code,Kimi K2.7 Code,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:08.274750+00:00
2026-09-08,20,03,glm-5-2,openrouter,z-ai/glm-5.2,GLM 5.2,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:08.514271+00:00
2026-09-08,20,03,o3-mini,openrouter,openai/o3-mini,o3-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:08.765611+00:00
2026-09-08,20,03,o4-mini,openrouter,openai/o4-mini,o4-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:09.009243+00:00
2026-09-08,20,03,gpt-5-4-mini,openrouter,openai/gpt-5.4-mini,GPT-5.4 Mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:09.233147+00:00
2026-09-08,20,03,claude-haiku-4-5,openrouter,anthropic/claude-haiku-4.5,Claude Haiku 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:09.482876+00:00
2026-09-08,20,03,grok-4-5,openrouter,x-ai/grok-4.5,Grok 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:09.716104+00:00
2026-09-08,20,03,qwen3-7-max,openrouter,qwen/qwen3.7-max,Qwen3.7 Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:09.954139+00:00
2026-09-08,20,03,gemini-3-5-flash,openrouter,google/gemini-3.5-flash,Gemini 3.5 Flash,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:10.201613+00:00
2026-09-08,20,03,claude-sonnet-5,openrouter,anthropic/claude-sonnet-5,Claude Sonnet 5,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:10.450995+00:00
2026-09-08,20,03,command-a,openrouter,cohere/command-a,Command A,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:10.686487+00:00
2026-09-08,20,03,gemini-2-5-pro,openrouter,google/gemini-2.5-pro-preview-05-06,Gemini 2.5 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:10.920683+00:00
2026-09-08,20,03,gemini-3-1-pro,openrouter,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:11.173385+00:00
2026-09-08,20,03,gpt-5-2,openrouter,openai/gpt-5.2,GPT-5.2,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:11.415160+00:00
2026-09-08,20,03,gpt-5-4,openrouter,openai/gpt-5.4,GPT-5.4,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T03:00:11.654910+00:00
2026-09-08,23,06,north-mini-code-free,openrouter,cohere/north-mini-code:free,North Mini Code Free,free,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:03.445697+00:00
2026-09-08,23,06,phi-4,openrouter,microsoft/phi-4,Phi-4,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:05.858269+00:00
2026-09-08,23,06,deepseek-v4-flash-max,openrouter,deepseek/deepseek-v4-flash-0731,DeepSeek V4 Flash 0731,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:06.093241+00:00
2026-09-08,23,06,deepseek-v4-flash,openrouter,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:06.336872+00:00
2026-09-08,23,06,deepseek-v3-2,openrouter,deepseek/deepseek-v3.2,DeepSeek V3.2,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:06.581186+00:00
2026-09-08,23,06,llama-4-maverick,openrouter,meta-llama/llama-4-maverick,Llama 4 Maverick,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:06.836259+00:00
2026-09-08,23,06,deepseek-chat-v3,openrouter,deepseek/deepseek-chat-v3,DeepSeek Chat V3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:07.081649+00:00
2026-09-08,23,06,deepseek-v4-pro,openrouter,deepseek/deepseek-v4-pro-0813,DeepSeek V4 Pro 0813,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:07.313273+00:00
2026-09-08,23,06,codestral,openrouter,mistralai/codestral-2508,Codestral,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:07.544836+00:00
2026-09-08,23,06,deepseek-v4-pro-max,openrouter,deepseek/deepseek-v4-pro,DeepSeek V4 Pro Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:07.779734+00:00
2026-09-08,23,06,minimax-m3,openrouter,minimax/minimax-m3,MiniMax M3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:08.010564+00:00
2026-09-08,23,06,gpt-5-4-nano,openrouter,openai/gpt-5.4-nano,GPT-5.4 Nano,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:08.245950+00:00
2026-09-08,23,06,qwen3-7-plus,openrouter,qwen/qwen3.7-plus,Qwen3.7 Plus,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:08.476614+00:00
2026-09-08,23,06,deepseek-r1,openrouter,deepseek/deepseek-r1,DeepSeek R1,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:08.704174+00:00
2026-09-08,23,06,gemini-3-flash,openrouter,google/gemini-3-flash-preview,Gemini 3 Flash,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:08.933416+00:00
2026-09-08,23,06,nova-pro,openrouter,amazon/nova-pro-v1,Amazon Nova Pro,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:09.169146+00:00
2026-09-08,23,06,kimi-k2-6,openrouter,moonshotai/kimi-k2.6,Kimi K2.6,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:09.404237+00:00
2026-09-08,23,06,kimi-k2-7-code,openrouter,moonshotai/kimi-k2.7-code,Kimi K2.7 Code,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:09.622546+00:00
2026-09-08,23,06,glm-5-2,openrouter,z-ai/glm-5.2,GLM 5.2,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:09.868559+00:00
2026-09-08,23,06,o3-mini,openrouter,openai/o3-mini,o3-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:10.104752+00:00
2026-09-08,23,06,o4-mini,openrouter,openai/o4-mini,o4-mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:10.324877+00:00
2026-09-08,23,06,gpt-5-4-mini,openrouter,openai/gpt-5.4-mini,GPT-5.4 Mini,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:10.569391+00:00
2026-09-08,23,06,claude-haiku-4-5,openrouter,anthropic/claude-haiku-4.5,Claude Haiku 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:10.792877+00:00
2026-09-08,23,06,grok-4-5,openrouter,x-ai/grok-4.5,Grok 4.5,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:11.030193+00:00
2026-09-08,23,06,qwen3-7-max,openrouter,qwen/qwen3.7-max,Qwen3.7 Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:11.264828+00:00
2026-09-08,23,06,gemini-3-5-flash,openrouter,google/gemini-3.5-flash,Gemini 3.5 Flash,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:11.496075+00:00
2026-09-08,23,06,claude-sonnet-5,openrouter,anthropic/claude-sonnet-5,Claude Sonnet 5,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:11.738375+00:00
2026-09-08,23,06,command-a,openrouter,cohere/command-a,Command A,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:11.970097+00:00
2026-09-08,23,06,gemini-2-5-pro,openrouter,google/gemini-2.5-pro-preview-05-06,Gemini 2.5 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:12.205908+00:00
2026-09-08,23,06,gemini-3-1-pro,openrouter,google/gemini-3.1-pro-preview,Gemini 3.1 Pro,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:12.433823+00:00
2026-09-08,23,06,gpt-5-2,openrouter,openai/gpt-5.2,GPT-5.2,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:12.672739+00:00
2026-09-08,23,06,gpt-5-4,openrouter,openai/gpt-5.4,GPT-5.4,daily,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T06:00:12.905182+00:00
2026-09-08,02,09,north-mini-code-free,openrouter,cohere/north-mini-code:free,North Mini Code Free,free,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:03.529310+00:00
2026-09-08,02,09,phi-4,openrouter,microsoft/phi-4,Phi-4,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:03.756187+00:00
2026-09-08,02,09,deepseek-v4-flash-max,openrouter,deepseek/deepseek-v4-flash-0731,DeepSeek V4 Flash 0731,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:03.998122+00:00
2026-09-08,02,09,deepseek-v4-flash,openrouter,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:04.225643+00:00
2026-09-08,02,09,deepseek-v3-2,openrouter,deepseek/deepseek-v3.2,DeepSeek V3.2,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:04.447473+00:00
2026-09-08,02,09,llama-4-maverick,openrouter,meta-llama/llama-4-maverick,Llama 4 Maverick,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:04.670417+00:00
2026-09-08,02,09,deepseek-chat-v3,openrouter,deepseek/deepseek-chat-v3,DeepSeek Chat V3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:04.908205+00:00
2026-09-08,02,09,deepseek-v4-pro,openrouter,deepseek/deepseek-v4-pro-0813,DeepSeek V4 Pro 0813,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:05.131075+00:00
2026-09-08,02,09,codestral,openrouter,mistralai/codestral-2508,Codestral,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:05.349885+00:00
2026-09-08,02,09,deepseek-v4-pro-max,openrouter,deepseek/deepseek-v4-pro,DeepSeek V4 Pro Max,taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:05.588052+00:00
2026-09-08,02,09,minimax-m3,openrouter,minimax/minimax-m3,MiniMax M3,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:05.818809+00:00
2026-09-08,02,09,gpt-5-4-nano,openrouter,openai/gpt-5.4-nano,GPT-5.4 Nano,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:06.037806+00:00
2026-09-08,02,09,qwen3-7-plus,openrouter,qwen/qwen3.7-plus,Qwen3.7 Plus,budget_taskrunner,250,0,0,0,0.0,0.000000,error,"HTTP 401: {""error"":{""message"":""User not found."",""code"":401}}",2026-09-08T09:00:06.271006+00:00
